#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
生真面目,きまじめ,Serious and sincere,xptkpsi7eSOw6PO2C3EV
好ましい,このましい,"desirable, likable",xqBMd55RcE22Rs6h1nay
役場,やくば,Town hall,xrr6xZZ75wDqC6tjTKbD
蛋白質,たんぱくしつ,Protein,xswGRojN3Vs2ig5T2VGz
はまる,はまる,"to fit, to be obsessed with, to get hooked on",xt5Ahph4LvFI0Sav8MEO
パトカー,パトカー,Patrol car,xvL1UwdiNY9dFiOpo8fg
お供,おとも,"Attendant, companion",xwI4hI3Bh4cUrXqu50vq
揺さぶる,ゆさぶる,"Shake, jolt, rock, swing",y1GpJQmCRHgWR06R6AqJ
堂々,どうどう,"Magnificent, grand, impressive",y1TVL9YFG0YnB2KrpSr4
責務,せきむ,"Duty, obligation",y3INge2JUtlLmYem1hDx
沈没,ちんぼつ,"Sinking, foundering",y5MHYQtlrK7ywySfO36m
滑らか,なめらか,"smooth, glassy",y5v8FIJfvEs8D4dggQrU
清純,せいじゅん,"Purity, innocence",y9P7pXh84gzwuVW7Fd1H
縁,へり,"Fate, connection, relationship",yByOU9FL0L5TbEVql1Rj
滲む,にじむ,"Blur, Spread, Run",yDvP6gDvccgpiKfTeqv9
訪れる,おとずれる,Visit,yE8072swIPzF9ATH7eYA
織物,おりもの,"Textile, fabric",yEtQO4s81LwTg21mhTQd
原っぱ,はらっぱ,Open field,yF5rX1sxyDQTDlA8u2oH
原子,げんし,atom,yJ3qHMhMgMqrWfr0NB5Y
念願,ねんがん,"Heart's desire, earnest petition",yJ8KIbWIr6LzhZg5HOBy
休学,きゅうがく,Leave of absence,yJKWYW657r7iGQU8b2Gs
小切手,こぎって,Cheque,yJpRi4NGxpnmrw196Zl4
着工,ちゃっこう,Start of construction,yJxIBb0hNZ6hXZ3X3MvO
裸足,はだし,Barefoot,yKRxypoTM64yR1itiW6L
旅客,りょかく,Passenger,yL3RPB9NXehHFsnXcaqL
無邪気,むじゃき,"innocence, simple-mindedness",yL8LeUbcaQfcAaDpg7dG
ぞんざい,ぞんざい,"Rude, careless, slovenly",yLFveBTlp7hh4c8UG3yi
思い付き,おもいつき,"Idea, suggestion",yMePwJ5lOlIGodeWQPcD
会見,かいけん,"Interview, conference",yNwcrpy4QOciJW0lNkTG
模索,もさく,Groping (for),yOkREbErN91etdX7Ecnb
手配,てはい,"Arrangement, search",yPPmNdHjiClLYmdtdEtu
反射,はんしゃ,"reflection, reverberation",yQVQx22ULkSmlxtcgDsc
雨具,あまぐ,Rain gear,ySqEnETSm25IgzcqKcsb
実家,じっか,Parents' home,yT45qXt8ctw670eXRO0p
やりとおす,やりとおす,"carry through, achieve, complete",yU72gU3BpcQbi9FbaLZC
マイ～,マイ～,My,yaKbUC0u9LK6GXYVkZR6
罵る,ののしる,"Abuse, revile, speak ill of",ycCRSWD2GnPLtKqWRpev
採掘,さいくつ,Mining,ycJ5eNcSkg703Guuva2W
認識,にんしき,"Recognition, Cognizance",yfUt1u5GRhsiphewZDOe
効率,こうりつ,Efficiency,yhPoChkne0lUhj76MdaZ
～合せ,～あわせ,in all,ykVSxqbdoKolCRHbzKww
落下,らっか,"fall, drop",ykWpFnVww5zwWBHGDWQK
従業員,じゅうぎょういん,Employee,ylSD0FJk8qTXndKiB8Nb
分離,ぶんり,"separation, detachment, segregation",ymKYch2Ezut32zoUW8jt
作戦,さくせん,"Operation, Tactics, Strategy",yoIwg5aPSm1N6wXNaN2e
歩む,あゆむ,Walk,yobpk1DKOvSre0xD9Iho
生まれつき,うまれつき,"by birth, innate",ypPoD21o3tUotxCPYDDz
製法,せいほう,"Manufacturing method, recipe, formula",yqxI2Sq5evYBkmnP8x2u
躾ける,しつける,"discipline, teach manners",yrHY1YS7HLteiOJ5aISK
革命,かくめい,Revolution,yscyaWg8PCdsBCd9knfW
対応,たいおう,dealing with,yuvMXMRuQJLaXV3lZO33
免れる,まぬがれる,"escape from, be exempted",yvxNrwwPMBU7lYsTimTZ
逃れる,のがれる,escape,ywOYXriWTvk6UJmzKOoT
襲撃,しゅうげき,"Attack, charge, raid",yyPxF0xDIxdeiG6bdZmq
蓄積,ちくせき,"Accumulation, accumulate, store",yyVtek3FM16HWXp7m8xR
劇団,げきだん,Theatrical company,yzCddc3kiq5RQNEeGAlM
食い違う,くいちがう,"differ, disagree",z0HKivG2LLhnMG0BNcJ2
圧力,あつりょく,pressure,z0PAxd9ZB1jclBH7MYOw
云々,うんぬん,"and so on, and so forth",z0uqF7abhFzapKtIhUzE
悲鳴,ひめい,"Shriek, scream",z0xQepLRNWbQJL5uJ5Sr
陰気,いんき,"gloom, melancholy",z1usLFDMYHqLry5770ti
要望,ようぼう,"Request, demand",z2SO8EEENjBXUbKPPnQF
スト,スト,Strike,z3NDhOpf8YFTavTmKLXJ
～宛,～あて,To,z3Uvcy4Nl1eLBXVhkKnv
訂正,ていせい,"Correction, Revision",z3kzMRRmYCuvSGuu0aSC
摩する,さする,"Rub, stroke",z51M6iFeoFbfgA5VDD9q
一同,いちどう,"everyone, all",z6tqZZySobRGv5bRTRfq
ひいては,ひいては,and by extension,z8ZUXrgWAzwpnMk5Mz0t
見逃す,みのがす,"miss, overlook, leave at large",zA2FYWkQja7MECt577io
売り出す,うりだす,"Put on sale, market",zC2jrllCtw8CsDnb9Ym2
内陸,ないりく,inland,zDUNYVisIHVW3TWC92Bw
加工,かこう,"processing, manufacturing, treatment",zE9sio9KBnojBQ5CvDKi
またがる (うまを～),またがる (うまを～),Straddle (a horse),zEUesj8ZUaF6VfSmo0q5
埋める,うずめる,"bury, fill up",zFBJmPYh7eO0eQpOY3l6
真ん前,まんまえ,Right in front,zIHA3vFfwR3Kc9UQT6Tj
異見,いけん,"Dissent, objection",zKP5VhPyfyP4ijZzyZgu
魂,たましい,"soul, spirit",zNZWQ1m2q6cmvfOAPzSo
嫌々,いやいや,"Reluctantly, unwillingly",zNqNlQbzZyggQOKn2cDW
勝る,まさる,"Excel, surpass, out-rival",zS51jPss7x6mTE631W2I
にも関わらず,にもかかわらず,"in spite of, nevertheless",zTOIbpoMx39zdkgu9JaO
余地,よち,"Room, margin",zUR3w9B58zIqkjClYDjP
簡易,かんい,"Simplicity, easiness, quasi-",zV9YjiLXww4BH5DojBXp
定義,ていぎ,definition,zWaNA6jDHM9lAAksACD2
暗殺,あんさつ,assassination,zWtcq16yEmIRzrqyD6m0
情緒,じょうしょ,"Emotion, feeling",zYZ3iZytURxYHA4FCaf3
体験,たいけん,Personal experience,zYtDI0gO0TGMzJszAMjm
連ねる,つらねる,"Link, join, put together",zZEQ3KKq6AHoU7fmGCgy
だぶだぶ,だぶだぶ,"Baggy, loose",zaQviT7mbLmuRtKtiJcv
権威,けんい,"authority, power, influence",zau4dXq2yfWBA8xpoaVf
到達,とうたつ,"Arrival, attainment",zbo0oT3yD2ERIti4j5Sf
目盛,めもり,"Scale, gradations",zbx4yY03h7t5awxU4zCH
依存,いぞん,dependence,zdVcLfJuSybrm4UA6GyD
学士,がくし,Bachelor degree,zh5Um3A7MP2VwQ2YDjO7
全盛,ぜんせい,height of prosperity,zis9qv8Uhs1F0psSLnjZ
賢明,けんめい,"Wise, intelligent, prudent",zmw9r9LQmYsIdPbPr84U
タイムリー,タイムリー,"timely, run-batted-in, RBI",znCkr0aC6rneKINtFhXH
栄える,さかえる,"flourish, prosper, thrive",znJMhkx4Dl9ZULUInV7M
手近,てぢか,"Handy, near, close",znjdXa7nHsqbqKCgoOGK
座談会,ざだんかい,"Symposium, round-table discussion",znwzZ42HxR6aK2DaPLWg
コンパス,コンパス,Compass,zomSZ8EtMpZ0GfMyh83Z
～なんか,～なんか,at the least,zpfvxtI7reoy6qRWEhiM
ガイド,ガイド,Guide,zpswEYC6FozwSXuYLyhl
悲観,ひかん,"pessimism, disappointment",zpwmIOsF6UFnSDQnyz0E
ダース,ダース,Dozen,zrNx0x42z9kdQ0YTwrgc
始発,しはつ,First train,zrTMFIByUDxZkoatEQzS
取り付ける,とりつける,"Install, furnish, secure an agreement",zuMUniCkSqFz1wgaNyZ8
白状,はくじょう,Confession,zzRS9SZ1odsJF6EX8alV
且つ,かつ,"and, yet",zzaunrZFnJBIR5n06fY0
法案,ほうあん,bill,zzxFHjN2qhuPI6fuKpTi
